course_key,course_name,instructor,difficulty_level,certification_offered,study_material_available,course_duration_hours,course_price,feedback_score,enrollment_numbers,course_text
Python for Beginners | Emma Harris | Beginner,Python for Beginners,Emma Harris,Beginner,Yes,Yes,39.1,317.5,0.797,21600,"Course: Python for Beginners, Instructor: Emma Harris, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 39.1 hours, Price: 317.5, Feedback Score: 0.797"
Python for Beginners | Michael Brown | Advanced,Python for Beginners,Michael Brown,Advanced,No,Yes,76.7,319.99,0.503,45942,"Course: Python for Beginners, Instructor: Michael Brown, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 76.7 hours, Price: 319.99, Feedback Score: 0.503"
Photography and Video Editing | William Thomas | Intermediate,Photography and Video Editing,William Thomas,Intermediate,Yes,Yes,61.8,53.64,0.579,29499,"Course: Photography and Video Editing, Instructor: William Thomas, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 61.8 hours, Price: 53.64, Feedback Score: 0.579"
Public Speaking Mastery | Dr. Robert Davis | Advanced,Public Speaking Mastery,Dr. Robert Davis,Advanced,Yes,Yes,52.3,258.65,0.858,4387,"Course: Public Speaking Mastery, Instructor: Dr. Robert Davis, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 52.3 hours, Price: 258.65, Feedback Score: 0.858"
Cloud Computing Essentials | Dr. Mia Walker | Advanced,Cloud Computing Essentials,Dr. Mia Walker,Advanced,Yes,Yes,93.4,259.14,0.912,18805,"Course: Cloud Computing Essentials, Instructor: Dr. Mia Walker, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 93.4 hours, Price: 259.14, Feedback Score: 0.912"
Graphic Design with Canva | William Thomas | Beginner,Graphic Design with Canva,William Thomas,Beginner,Yes,Yes,67.5,109.92,0.832,39199,"Course: Graphic Design with Canva, Instructor: William Thomas, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 67.5 hours, Price: 109.92, Feedback Score: 0.832"
Fundamentals of Digital Marketing | Michael Brown | Advanced,Fundamentals of Digital Marketing,Michael Brown,Advanced,Yes,Yes,25.9,105.08,0.774,44310,"Course: Fundamentals of Digital Marketing, Instructor: Michael Brown, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 25.9 hours, Price: 105.08, Feedback Score: 0.774"
Data Visualization with Tableau | Dr. Robert Davis | Advanced,Data Visualization with Tableau,Dr. Robert Davis,Advanced,Yes,Yes,70.5,215.54,0.643,20462,"Course: Data Visualization with Tableau, Instructor: Dr. Robert Davis, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 70.5 hours, Price: 215.54, Feedback Score: 0.643"
Public Speaking Mastery | Sarah Lee | Beginner,Public Speaking Mastery,Sarah Lee,Beginner,Yes,Yes,8.1,382.82,0.707,19765,"Course: Public Speaking Mastery, Instructor: Sarah Lee, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 8.1 hours, Price: 382.82, Feedback Score: 0.707"
Cybersecurity for Professionals | Charlotte King | Beginner,Cybersecurity for Professionals,Charlotte King,Beginner,Yes,Yes,31.3,323.28,1.0,48233,"Course: Cybersecurity for Professionals, Instructor: Charlotte King, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 31.3 hours, Price: 323.28, Feedback Score: 1.0"
Mobile App Development with Swift | Liam Adams | Beginner,Mobile App Development with Swift,Liam Adams,Beginner,Yes,Yes,83.2,121.25,0.978,17547,"Course: Mobile App Development with Swift, Instructor: Liam Adams, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 83.2 hours, Price: 121.25, Feedback Score: 0.978"
Fitness and Nutrition Coaching | Jessica Martinez | Advanced,Fitness and Nutrition Coaching,Jessica Martinez,Advanced,Yes,Yes,70.9,168.97,0.698,34166,"Course: Fitness and Nutrition Coaching, Instructor: Jessica Martinez, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 70.9 hours, Price: 168.97, Feedback Score: 0.698"
Photography and Video Editing | Jessica Martinez | Intermediate,Photography and Video Editing,Jessica Martinez,Intermediate,Yes,Yes,83.1,481.25,0.797,45418,"Course: Photography and Video Editing, Instructor: Jessica Martinez, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 83.1 hours, Price: 481.25, Feedback Score: 0.797"
Networking and System Administration | Isabella Scott | Advanced,Networking and System Administration,Isabella Scott,Advanced,Yes,Yes,80.4,343.74,0.709,40133,"Course: Networking and System Administration, Instructor: Isabella Scott, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 80.4 hours, Price: 343.74, Feedback Score: 0.709"
Cloud Computing Essentials | James Clark | Beginner,Cloud Computing Essentials,James Clark,Beginner,Yes,Yes,33.1,172.98,0.513,18476,"Course: Cloud Computing Essentials, Instructor: James Clark, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 33.1 hours, Price: 172.98, Feedback Score: 0.513"
Fitness and Nutrition Coaching | Emma Harris | Advanced,Fitness and Nutrition Coaching,Emma Harris,Advanced,No,No,32.6,311.13,0.746,11760,"Course: Fitness and Nutrition Coaching, Instructor: Emma Harris, Difficulty: Advanced, Certification: No, Study Material: No, Duration: 32.6 hours, Price: 311.13, Feedback Score: 0.746"
Ethical Hacking Masterclass | Isabella Scott | Advanced,Ethical Hacking Masterclass,Isabella Scott,Advanced,Yes,Yes,41.7,34.23,0.829,33479,"Course: Ethical Hacking Masterclass, Instructor: Isabella Scott, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 41.7 hours, Price: 34.23, Feedback Score: 0.829"
Blockchain and Decentralized Applications | Isabella Scott | Beginner,Blockchain and Decentralized Applications,Isabella Scott,Beginner,Yes,Yes,76.9,89.1,0.624,32385,"Course: Blockchain and Decentralized Applications, Instructor: Isabella Scott, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 76.9 hours, Price: 89.1, Feedback Score: 0.624"
Networking and System Administration | Sophia Anderson | Advanced,Networking and System Administration,Sophia Anderson,Advanced,No,Yes,7.4,168.99,0.928,43284,"Course: Networking and System Administration, Instructor: Sophia Anderson, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 7.4 hours, Price: 168.99, Feedback Score: 0.928"
Graphic Design with Canva | Michael Brown | Intermediate,Graphic Design with Canva,Michael Brown,Intermediate,Yes,Yes,86.7,304.6,0.702,44827,"Course: Graphic Design with Canva, Instructor: Michael Brown, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 86.7 hours, Price: 304.6, Feedback Score: 0.702"
Project Management Fundamentals | Sarah Lee | Advanced,Project Management Fundamentals,Sarah Lee,Advanced,Yes,No,11.8,439.02,0.496,42290,"Course: Project Management Fundamentals, Instructor: Sarah Lee, Difficulty: Advanced, Certification: Yes, Study Material: No, Duration: 11.8 hours, Price: 439.02, Feedback Score: 0.496"
Fundamentals of Digital Marketing | William Thomas | Advanced,Fundamentals of Digital Marketing,William Thomas,Advanced,No,Yes,30.1,83.08,0.805,26309,"Course: Fundamentals of Digital Marketing, Instructor: William Thomas, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 30.1 hours, Price: 83.08, Feedback Score: 0.805"
Blockchain and Decentralized Applications | Sophia Anderson | Beginner,Blockchain and Decentralized Applications,Sophia Anderson,Beginner,No,Yes,86.8,497.27,0.96,34394,"Course: Blockchain and Decentralized Applications, Instructor: Sophia Anderson, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 86.8 hours, Price: 497.27, Feedback Score: 0.96"
Blockchain and Decentralized Applications | William Thomas | Intermediate,Blockchain and Decentralized Applications,William Thomas,Intermediate,Yes,Yes,35.7,146.96,0.754,44439,"Course: Blockchain and Decentralized Applications, Instructor: William Thomas, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 35.7 hours, Price: 146.96, Feedback Score: 0.754"
Photography and Video Editing | Daniel White | Beginner,Photography and Video Editing,Daniel White,Beginner,No,Yes,56.2,308.36,1.0,6118,"Course: Photography and Video Editing, Instructor: Daniel White, Difficulty: Beginner, Certification: No, Study Material: Yes, Duration: 56.2 hours, Price: 308.36, Feedback Score: 1.0"
Data Visualization with Tableau | Ethan Hall | Intermediate,Data Visualization with Tableau,Ethan Hall,Intermediate,Yes,Yes,64.8,386.31,0.745,44760,"Course: Data Visualization with Tableau, Instructor: Ethan Hall, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 64.8 hours, Price: 386.31, Feedback Score: 0.745"
Blockchain and Decentralized Applications | Dr. Mia Walker | Advanced,Blockchain and Decentralized Applications,Dr. Mia Walker,Advanced,No,Yes,97.2,144.71,0.644,45151,"Course: Blockchain and Decentralized Applications, Instructor: Dr. Mia Walker, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 97.2 hours, Price: 144.71, Feedback Score: 0.644"
Cloud Computing Essentials | Dr. Mia Walker | Intermediate,Cloud Computing Essentials,Dr. Mia Walker,Intermediate,Yes,Yes,44.8,44.75,0.637,41996,"Course: Cloud Computing Essentials, Instructor: Dr. Mia Walker, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 44.8 hours, Price: 44.75, Feedback Score: 0.637"
Stock Market and Trading Strategies | Jessica Martinez | Intermediate,Stock Market and Trading Strategies,Jessica Martinez,Intermediate,Yes,Yes,55.0,58.03,0.865,49428,"Course: Stock Market and Trading Strategies, Instructor: Jessica Martinez, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 55.0 hours, Price: 58.03, Feedback Score: 0.865"
Fitness and Nutrition Coaching | Daniel White | Advanced,Fitness and Nutrition Coaching,Daniel White,Advanced,No,Yes,58.5,321.9,0.553,3140,"Course: Fitness and Nutrition Coaching, Instructor: Daniel White, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 58.5 hours, Price: 321.9, Feedback Score: 0.553"
Networking and System Administration | David Wilson | Intermediate,Networking and System Administration,David Wilson,Intermediate,Yes,Yes,75.1,406.46,0.748,33992,"Course: Networking and System Administration, Instructor: David Wilson, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 75.1 hours, Price: 406.46, Feedback Score: 0.748"
Python for Beginners | Liam Adams | Intermediate,Python for Beginners,Liam Adams,Intermediate,Yes,Yes,87.7,48.68,0.706,10581,"Course: Python for Beginners, Instructor: Liam Adams, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 87.7 hours, Price: 48.68, Feedback Score: 0.706"
Blockchain and Decentralized Applications | Sarah Lee | Intermediate,Blockchain and Decentralized Applications,Sarah Lee,Intermediate,No,Yes,22.3,475.78,0.843,47742,"Course: Blockchain and Decentralized Applications, Instructor: Sarah Lee, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 22.3 hours, Price: 475.78, Feedback Score: 0.843"
Cybersecurity for Professionals | Ethan Hall | Intermediate,Cybersecurity for Professionals,Ethan Hall,Intermediate,Yes,Yes,48.6,253.21,0.364,5835,"Course: Cybersecurity for Professionals, Instructor: Ethan Hall, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 48.6 hours, Price: 253.21, Feedback Score: 0.364"
Ethical Hacking Masterclass | Ethan Hall | Intermediate,Ethical Hacking Masterclass,Ethan Hall,Intermediate,Yes,Yes,46.8,254.82,0.904,18876,"Course: Ethical Hacking Masterclass, Instructor: Ethan Hall, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 46.8 hours, Price: 254.82, Feedback Score: 0.904"
AI for Business Leaders | Jessica Martinez | Intermediate,AI for Business Leaders,Jessica Martinez,Intermediate,Yes,Yes,25.4,404.53,0.979,8408,"Course: AI for Business Leaders, Instructor: Jessica Martinez, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 25.4 hours, Price: 404.53, Feedback Score: 0.979"
Mobile App Development with Swift | Daniel White | Beginner,Mobile App Development with Swift,Daniel White,Beginner,Yes,Yes,27.7,378.47,0.874,23271,"Course: Mobile App Development with Swift, Instructor: Daniel White, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 27.7 hours, Price: 378.47, Feedback Score: 0.874"
Fitness and Nutrition Coaching | David Wilson | Intermediate,Fitness and Nutrition Coaching,David Wilson,Intermediate,Yes,Yes,98.6,403.85,0.77,28639,"Course: Fitness and Nutrition Coaching, Instructor: David Wilson, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 98.6 hours, Price: 403.85, Feedback Score: 0.77"
Cloud Computing Essentials | William Thomas | Intermediate,Cloud Computing Essentials,William Thomas,Intermediate,Yes,Yes,99.7,430.1,1.0,19807,"Course: Cloud Computing Essentials, Instructor: William Thomas, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 99.7 hours, Price: 430.1, Feedback Score: 1.0"
Networking and System Administration | Dr. John Smith | Intermediate,Networking and System Administration,Dr. John Smith,Intermediate,Yes,No,7.1,399.97,0.74,12665,"Course: Networking and System Administration, Instructor: Dr. John Smith, Difficulty: Intermediate, Certification: Yes, Study Material: No, Duration: 7.1 hours, Price: 399.97, Feedback Score: 0.74"
Stock Market and Trading Strategies | Sarah Lee | Intermediate,Stock Market and Trading Strategies,Sarah Lee,Intermediate,Yes,Yes,31.1,407.58,0.925,5474,"Course: Stock Market and Trading Strategies, Instructor: Sarah Lee, Difficulty: Intermediate, Certification: Yes, Study Material: Yes, Duration: 31.1 hours, Price: 407.58, Feedback Score: 0.925"
Ethical Hacking Masterclass | Dr. Robert Davis | Advanced,Ethical Hacking Masterclass,Dr. Robert Davis,Advanced,No,Yes,39.5,183.44,0.963,43372,"Course: Ethical Hacking Masterclass, Instructor: Dr. Robert Davis, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 39.5 hours, Price: 183.44, Feedback Score: 0.963"
Data Visualization with Tableau | Alexander Young | Beginner,Data Visualization with Tableau,Alexander Young,Beginner,Yes,Yes,16.2,306.98,0.87,40644,"Course: Data Visualization with Tableau, Instructor: Alexander Young, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 16.2 hours, Price: 306.98, Feedback Score: 0.87"
Cybersecurity for Professionals | Dr. Mia Walker | Intermediate,Cybersecurity for Professionals,Dr. Mia Walker,Intermediate,Yes,No,56.3,57.26,0.7,40909,"Course: Cybersecurity for Professionals, Instructor: Dr. Mia Walker, Difficulty: Intermediate, Certification: Yes, Study Material: No, Duration: 56.3 hours, Price: 57.26, Feedback Score: 0.7"
Public Speaking Mastery | Dr. Robert Davis | Beginner,Public Speaking Mastery,Dr. Robert Davis,Beginner,Yes,Yes,98.4,389.4,0.566,5663,"Course: Public Speaking Mastery, Instructor: Dr. Robert Davis, Difficulty: Beginner, Certification: Yes, Study Material: Yes, Duration: 98.4 hours, Price: 389.4, Feedback Score: 0.566"
Advanced Machine Learning | Dr. Robert Davis | Beginner,Advanced Machine Learning,Dr. Robert Davis,Beginner,Yes,No,8.2,410.21,0.951,4013,"Course: Advanced Machine Learning, Instructor: Dr. Robert Davis, Difficulty: Beginner, Certification: Yes, Study Material: No, Duration: 8.2 hours, Price: 410.21, Feedback Score: 0.951"
Project Management Fundamentals | Benjamin Lewis | Advanced,Project Management Fundamentals,Benjamin Lewis,Advanced,No,Yes,40.4,97.87,0.81,44800,"Course: Project Management Fundamentals, Instructor: Benjamin Lewis, Difficulty: Advanced, Certification: No, Study Material: Yes, Duration: 40.4 hours, Price: 97.87, Feedback Score: 0.81"
AI for Business Leaders | Daniel White | Intermediate,AI for Business Leaders,Daniel White,Intermediate,No,Yes,35.6,249.57,0.911,3477,"Course: AI for Business Leaders, Instructor: Daniel White, Difficulty: Intermediate, Certification: No, Study Material: Yes, Duration: 35.6 hours, Price: 249.57, Feedback Score: 0.911"
Cybersecurity for Professionals | Isabella Scott | Advanced,Cybersecurity for Professionals,Isabella Scott,Advanced,Yes,Yes,75.8,300.31,0.837,26222,"Course: Cybersecurity for Professionals, Instructor: Isabella Scott, Difficulty: Advanced, Certification: Yes, Study Material: Yes, Duration: 75.8 hours, Price: 300.31, Feedback Score: 0.837"
Graphic Design with Canva | Ethan Hall | Beginner,Graphic Design with Canva,Ethan Hall,Beginner,No,No,59.8,482.17,0.779,30655,"Course: Graphic Design with Canva, Instructor: Ethan Hall, Difficulty: Beginner, Certification: No, Study Material: No, Duration: 59.8 hours, Price: 482.17, Feedback Score: 0.779"
